dz_label,overall_rank,income_deprivation_rank,employment_deprivation_rank,health_deprivation_rank,education_deprivation_rank,access_deprivation_rank,housing_deprivation_rank,crime_deprivation_rank
Data Zone S01005170,5142,4947,4938,4943,4349,2788,5949,3214
Data Zone S01005171,1049,1155,1019,840,1070,3202,760,2344
Data Zone S01005172,5233,5880,5644,4031,5023,1151,5587,4726
Data Zone S01005173,4023,4039,2963,3426,4110,4429,4283,3581
Data Zone S01005174,769,832,466,972,2085,1098,1415,3589
Data Zone S01005175,5642,5469,5574,5046,5987,1800,3844,5679
Data Zone S01005176,340,526,126,568,1143,1604,849,1934
Data Zone S01005177,328,363,212,856,535,3289,909,658
Data Zone S01005178,1338,1534,1244,1405,970,2422,1215,4318
Data Zone S01005179,3443,3969,3444,1489,3736,3321,3605,3628
Data Zone S01005180,5124,5151,4839,5231,5717,1244,5630,4304
Data Zone S01005181,5835,5958,5782,3805,5763,2484,6207,6229
Data Zone S01005182,240,320,107,638,1369,1079,932,498
Data Zone S01005183,1315,1346,1146,1581,1386,3186,1315,1735
Data Zone S01005184,75,55,202,101,87,5046,1493,584
Data Zone S01005185,2002,2345,1904,1923,1937,1567,1185,4778
Data Zone S01005186,2663,2342,2333,1560,3944,4387,2434,4750
Data Zone S01005187,2993,3001,2648,2604,3339,2536,2181,4208
Data Zone S01005188,5808,6028,5464,5796,6363,1181,6384,6300
Data Zone S01005189,1398,1246,1428,900,1644,4229,2054,3112
Data Zone S01005190,5180,5921,5204,4260,5423,921,5526,5874
Data Zone S01005191,394,309,605,756,169,3426,1560,1210
Data Zone S01005192,5215,5046,4355,4586,5608,3512,4907,3321
Data Zone S01005193,5824,5846,5483,5739,6087,1660,5612,5261
Data Zone S01005194,3151,3424,2845,3197,3127,1923,2120,3439
Data Zone S01005195,5101,5919,4756,4101,5606,1046,5376,5870
Data Zone S01005196,663,367,1006,926,1418,1521,1404,745
Data Zone S01005197,1380,1538,939,1302,2113,5616,781,1185
Data Zone S01005198,5219,5042,4459,5048,5089,2708,5405,4614
Data Zone S01005199,1524,1771,1651,1600,1727,1914,1046,848
Data Zone S01005200,5307,5529,4840,4706,4858,2622,2809,4503
Data Zone S01005201,1018,1095,1260,384,1773,2423,1311,1639
Data Zone S01005202,1174,1319,1036,977,1761,1934,1391,2104
Data Zone S01005203,3831,3754,3656,2676,3729,4318,3670,2145
Data Zone S01005204,5372,5953,4848,5570,5365,1588,3418,3923
Data Zone S01005205,5218,4493,5496,3395,5144,4571,4334,3404
Data Zone S01005206,5280,4888,4559,4446,5774,3497,5449,3848
Data Zone S01005207,437,604,285,290,792,4137,1591,1885
Data Zone S01005208,278,236,215,273,1493,4594,1051,428
Data Zone S01005209,2216,2088,1893,1886,2561,4796,1394,3119
Data Zone S01005210,1135,947,758,879,2156,6071,1577,2979
Data Zone S01005211,788,623,715,702,1271,5944,2007,1125
Data Zone S01005212,4654,5058,3911,4144,4667,2476,5346,2625
Data Zone S01005213,4247,4093,3729,3105,4343,3505,3870,4255
Data Zone S01005214,324,565,200,80,1521,5600,838,276
Data Zone S01005215,1707,1623,1325,1697,2951,3443,1808,1702
Data Zone S01005216,793,916,532,904,2355,1253,1647,1316
Data Zone S01005217,2836,2775,2715,4034,2874,1366,3332,2480
Data Zone S01005218,641,576,564,308,1965,6404,1312,363
Data Zone S01005219,825,951,791,1143,1082,2919,636,376
Data Zone S01005220,2608,1638,2605,2551,3611,6036,2377,2446
Data Zone S01005221,4642,5040,4572,4600,5986,2567,5707,307
Data Zone S01005222,827,864,1212,503,1147,2286,807,741
Data Zone S01005223,2621,2543,3074,1106,3490,2117,4005,5149
Data Zone S01005224,5947,6020,5478,6182,5290,2063,5699,5517
Data Zone S01005225,3407,3095,3110,3912,4313,3056,3893,1131
Data Zone S01005226,2395,2880,2558,1018,2912,4626,901,1857
Data Zone S01005227,671,642,657,539,729,6108,1281,1170
Data Zone S01005228,4783,5950,5761,4577,4030,739,5653,1772
Data Zone S01005229,1058,1021,1426,509,1531,6351,623,284
Data Zone S01005230,3560,2873,3034,4187,4236,2936,1954,4811
Data Zone S01005231,5680,5199,5836,5228,5789,3269,4369,2238
Data Zone S01005232,1229,1351,819,853,2241,5352,3115,1124
Data Zone S01005233,623,488,664,377,868,6355,1342,1529
Data Zone S01005234,3858,4040,3568,2599,4215,4315,1043,2269
Data Zone S01005235,3102,3238,3459,1656,3297,3023,1987,2925
Data Zone S01005236,2615,2976,2416,1764,3619,1967,1877,3171
Data Zone S01005237,5759,5997,5741,4510,5744,1945,6013,4909
Data Zone S01005238,3349,3150,3053,3376,3379,2003,3143,6040
Data Zone S01005239,577,438,660,403,1904,5535,595,161
Data Zone S01005240,495,455,404,261,1683,5138,657,1117
Data Zone S01005241,5690,6042,4813,4007,5778,3312,5386,5667
Data Zone S01005242,142,156,72,46,2083,5806,698,204
Data Zone S01005243,301,410,360,186,828,6312,144,44
Data Zone S01005244,6011,5894,5654,5250,6112,2446,6460,5053
Data Zone S01005245,1823,1932,2051,2323,1936,4370,321,241
Data Zone S01005246,247,291,152,169,1078,6220,1086,551
Data Zone S01005247,1,4,8,5,7,3487,559,31
Data Zone S01005248,810,1177,422,1075,954,6462,1178,747
Data Zone S01005249,1641,1808,1709,1654,2782,6124,463,10
Data Zone S01005250,713,764,474,706,1411,6399,368,879
Data Zone S01005251,429,451,580,272,777,2537,964,802
Data Zone S01005252,755,974,552,464,1588,3693,629,1178
Data Zone S01005253,3887,3511,3361,4618,3464,2848,3072,3884
Data Zone S01005254,2881,3355,3428,3204,2332,4692,945,126
Data Zone S01005255,61,69,24,166,382,5208,960,244
Data Zone S01005256,4857,5409,4700,3591,4540,3359,4091,1464
Data Zone S01005257,3992,3338,3692,2230,5688,5974,2141,2753
Data Zone S01005258,5461,5583,4342,4872,5679,2809,5108,5786
Data Zone S01005259,434,349,276,1090,1219,4814,624,313
Data Zone S01005260,349,163,120,935,1697,5681,1767,4135
Data Zone S01005261,100,33,111,334,257,5195,2515,740
Data Zone S01005262,3159,3089,3484,1336,3723,6182,2089,1710
Data Zone S01005263,23,40,28,14,83,5745,1217,195
Data Zone S01005264,1837,1476,1568,2254,1793,5545,1485,3202
Data Zone S01005265,4,13,2,4,193,3472,450,24
Data Zone S01005266,1175,1083,771,1510,1696,5119,1431,1704
Data Zone S01005267,1856,1439,1768,2084,2130,4650,1507,2430
Data Zone S01005268,364,636,332,49,1525,5804,586,77
Data Zone S01005269,2780,2811,1959,2096,3471,4872,2440,4779
Data Zone S01005270,4862,4915,3750,4567,5528,2015,5046,6095
Data Zone S01005271,5703,5293,5921,5237,5815,2348,5030,3379
Data Zone S01005272,8,9,18,26,73,4607,798,106
Data Zone S01005273,4257,4363,3610,3248,4251,3015,2109,5869
Data Zone S01005274,501,380,458,427,1412,6133,1453,445
Data Zone S01005275,703,774,399,1149,1507,4415,715,505
Data Zone S01005276,1016,750,1094,697,1752,3956,1398,2434
Data Zone S01005277,3511,3516,3875,2446,2873,3268,3739,2769
Data Zone S01005278,1776,1503,1380,1729,2965,3790,1788,3283
Data Zone S01005279,5781,6003,6021,6083,5620,1107,5803,4851
Data Zone S01005280,699,524,712,822,1176,3617,908,1256
Data Zone S01005281,2345,2105,2005,2840,2262,4784,1254,2932
Data Zone S01005282,718,584,741,699,1042,4133,861,1510
Data Zone S01005283,5479,5819,5261,5530,6270,861,6025,6358
Data Zone S01005284,239,437,135,218,368,4883,718,1499
Data Zone S01005285,3609,4063,3624,3800,2525,1356,2952,5666
Data Zone S01005286,6048,6120,5989,6099,6336,1321,6389,5852
Data Zone S01005287,2254,1988,2515,1865,2462,4843,2699,978
Data Zone S01005288,612,618,800,311,1134,2855,653,541
Data Zone S01005289,1547,1727,2109,901,1021,3082,972,2568
Data Zone S01005290,2882,2447,2602,3147,3635,3069,966,3386
Data Zone S01005291,5275,6030,5111,5257,5234,854,5439,5956
Data Zone S01005292,378,654,233,179,957,3134,1474,1052
Data Zone S01005293,1036,1570,1079,450,1651,1751,1638,867
Data Zone S01005294,6111,5851,5700,6337,6140,2743,6395,3442
Data Zone S01005295,2136,1892,2020,2439,2029,5231,1847,1408
Data Zone S01005296,5938,6410,6294,6427,6125,688,6239,6454
Data Zone S01005297,4714,5045,4373,3733,5704,1601,5066,3027
Data Zone S01005298,5206,5443,5441,4852,5942,802,5452,5426
Data Zone S01005299,5376,5861,4931,3862,5251,2265,4686,5509
Data Zone S01005300,5657,5746,6130,6279,5887,686,6094,6487
Data Zone S01005301,5819,6286,5939,6218,6335,743,6331,5855
Data Zone S01005302,1949,2404,2372,705,2231,1816,1972,4635
Data Zone S01005303,3282,2801,2330,3763,3235,5500,3533,4934
Data Zone S01005304,4913,5518,3955,3839,5296,2059,4608,5507
Data Zone S01005305,2599,2705,2489,2616,2164,2299,1500,5007
Data Zone S01005306,5621,5745,5734,4915,5008,1853,5896,4784
Data Zone S01005307,6149,6470,6301,6007,6411,1161,6310,5841
Data Zone S01005308,413,271,646,228,1054,4237,510,588
Data Zone S01005309,2233,2381,2247,1003,3298,4562,1663,1776
Data Zone S01005310,1853,2178,1553,995,2490,4125,1755,2791
Data Zone S01005311,4448,4938,3940,3686,5212,1394,3248,4799
Data Zone S01005312,3490,3908,4805,3131,3632,2347,4001,124
Data Zone S01005313,4333,4773,4280,3348,4126,1371,3643,5818
Data Zone S01005314,6378,5802,6060,5809,6257,4240,6488,4717
Data Zone S01005315,527,694,450,213,1346,4787,528,607
Data Zone S01005316,4996,5295,4305,3397,3968,4966,3480,4445
Data Zone S01005317,5084,5084,4469,4086,4460,3222,4971,5158
Data Zone S01005318,2994,2970,2289,2473,3418,3937,2803,4452
Data Zone S01005319,5480,4994,4748,5507,5078,3002,5266,5899
Data Zone S01005320,4012,3737,3723,2938,4591,2832,2904,4375
Data Zone S01005321,3304,2853,3177,2662,3053,4793,2649,3910
Data Zone S01005322,2992,2944,2940,1931,3738,4054,2234,1780
Data Zone S01005323,2470,2410,1988,1679,4374,5657,3566,1063
Data Zone S01005324,1747,1979,1696,907,2941,4574,1892,707
Data Zone S01005325,2842,3432,2898,1145,3137,5844,1607,1369
Data Zone S01005326,453,411,513,298,629,4586,658,2128
Data Zone S01005327,1877,1603,1549,2517,1835,5209,872,2914
Data Zone S01005328,676,768,406,1002,1293,6419,313,421
Data Zone S01005329,4118,4099,5167,4513,5716,694,4048,1065
Data Zone S01005330,1566,1821,1252,1065,2322,4345,1690,1237
Data Zone S01005331,864,779,976,532,1229,5245,654,1192
Data Zone S01005332,3847,3500,4098,3005,4042,1918,5192,3790
Data Zone S01005333,5115,5266,4939,5233,4531,1258,5124,6447
Data Zone S01005334,4682,5053,4278,4077,4499,1797,2093,5315
Data Zone S01005335,5320,6024,4849,5565,5120,1027,5705,5980
Data Zone S01005336,4308,3730,3851,4122,4481,2644,4145,5088
Data Zone S01005337,5715,5928,5445,4896,4692,2614,5922,5191
Data Zone S01005338,5668,6046,5646,6121,5728,903,5168,6404
Data Zone S01005339,3120,3619,2762,2426,3467,1855,5290,3069
Data Zone S01005340,5675,5394,5446,6315,5649,1909,5682,3886
Data Zone S01005341,3078,3361,2229,3457,2632,3112,4408,4038
Data Zone S01005342,2946,3111,2491,2943,2581,3439,3951,2453
Data Zone S01005343,6061,5924,5205,5400,5162,3921,5774,6280
Data Zone S01005344,3458,2851,2975,3039,2880,6141,3872,5344
Data Zone S01005345,6036,5498,5698,6221,5785,2367,5868,6202
Data Zone S01005346,5501,5780,4948,5460,5261,1627,6202,5449
Data Zone S01005347,5559,5915,5659,5793,5356,1071,5083,5044
Data Zone S01005348,3099,2885,2632,2135,3749,5115,4008,2571
Data Zone S01005349,5118,5417,5398,4215,4784,1196,3889,6450
Data Zone S01005350,6139,5727,5955,5467,5811,3141,5763,4821
Data Zone S01005351,3356,4374,4160,2546,4754,554,3190,1277
Data Zone S01005352,3009,2968,2708,2012,2906,4437,3185,4023
Data Zone S01005353,2761,2223,2363,1988,3323,5462,4256,4854
Data Zone S01005354,5936,5882,5457,5630,5823,2038,6088,6153
Data Zone S01005355,2983,2682,2475,2072,3337,5088,4983,4019
Data Zone S01005356,5840,5960,5149,5667,5989,1826,5558,6420
Data Zone S01005357,2739,2307,2567,2081,3246,4863,2437,3172
Data Zone S01005358,3298,3296,3538,3291,4072,965,2873,3808
Data Zone S01005359,5842,6010,5516,6125,5893,1287,5825,6352
Data Zone S01005360,5696,6365,4879,5855,5993,1250,6216,6487
Data Zone S01005361,5645,5965,5847,5659,6161,792,6248,6032
Data Zone S01005362,4122,3313,3112,6235,2465,5488,5257,6319
Data Zone S01005363,3616,3910,5425,5664,4434,33,2351,5614
Data Zone S01005364,3719,4352,5160,4489,4932,70,3755,4311
Data Zone S01005365,3737,4503,4906,4134,4384,99,3891,6462
Data Zone S01005366,5170,5187,4753,5591,4260,1772,5546,5989
Data Zone S01005367,1653,1339,1613,2335,1127,3412,4156,4077
Data Zone S01005368,1860,1958,1479,1507,2201,4326,3382,2282
Data Zone S01005369,1012,1122,809,1316,973,6050,2781,387
Data Zone S01005370,3851,3771,4250,2684,3346,2545,4300,3163
Data Zone S01005371,5116,5110,4201,4278,4359,4079,5085,4673
Data Zone S01005372,2464,2867,2703,1582,2071,6340,2166,633
Data Zone S01005373,1639,1612,1379,1213,2760,5176,2603,779
Data Zone S01005374,2329,2330,2128,2350,2630,4951,2052,890
Data Zone S01005375,3164,2875,3037,2624,3232,2737,5871,3907
Data Zone S01005376,3101,3303,2253,3143,3676,2870,5186,2662
Data Zone S01005377,1970,1792,2221,1912,2067,1637,3996,3211
Data Zone S01005378,607,810,1256,354,126,2441,2967,1040
Data Zone S01005379,2709,2497,3184,2290,2732,1402,4411,4573
Data Zone S01005380,1199,1479,1394,1309,698,1622,3443,1759
Data Zone S01005381,694,539,1117,1248,357,1197,3380,2878
Data Zone S01005382,279,195,964,475,54,1681,3884,832
Data Zone S01005383,4121,5619,5299,4291,5311,52,5001,5185
Data Zone S01005384,5070,6144,5386,5899,4710,452,3957,5600
Data Zone S01005385,4573,5165,5839,6137,4790,154,2967,5782
Data Zone S01005386,5008,4532,4789,4299,3126,5071,4244,5446
Data Zone S01005387,3403,2978,3216,2983,2593,3741,5679,6142
Data Zone S01005388,3352,2754,3196,3326,3148,4726,5648,2159
Data Zone S01005389,2838,2460,2577,2495,2879,6196,3612,1622
Data Zone S01005390,3241,3045,3227,2165,2380,5718,4457,3858
Data Zone S01005391,4590,3392,4475,3416,4169,6113,5740,4249
Data Zone S01005392,3481,4084,3975,4417,5056,148,2802,5457
Data Zone S01005393,4489,5050,5511,4649,4171,377,3640,5856
Data Zone S01005394,4053,5219,4687,4797,5443,89,5315,5064
Data Zone S01005395,4707,5811,5332,3663,6252,263,5505,6286
Data Zone S01005396,3921,4722,5423,4907,4464,59,3590,5726
Data Zone S01005397,3584,3867,3508,3892,3493,786,4712,6418
Data Zone S01005398,5843,5467,4991,3756,5779,5402,5662,6288
Data Zone S01005399,2837,2297,2877,1434,3557,6444,4836,2702
Data Zone S01005400,1305,2092,1472,488,1632,1335,1830,1881
Data Zone S01005401,4087,3777,3894,1909,4786,5062,3362,4432
Data Zone S01005402,4179,3399,3702,3189,4368,5050,4689,4330
Data Zone S01005403,2877,3378,2374,1553,3457,3839,3288,2973
Data Zone S01005404,4612,5474,5477,4229,4875,405,3347,4766
Data Zone S01005405,4956,4577,4046,4371,4316,4518,5578,4558
Data Zone S01005406,4006,3856,4303,2811,3575,1900,5146,5853
Data Zone S01005407,4293,4695,5428,4248,4389,367,2741,6066
Data Zone S01005408,2575,2741,1908,2108,2946,3140,3245,5572
Data Zone S01005409,4472,4133,4047,3958,4302,2453,4178,5676
Data Zone S01005410,4366,5275,5340,5021,4597,184,3637,5805
Data Zone S01005411,4712,4137,4316,3713,5238,2374,5787,6039
Data Zone S01005412,4533,4110,3572,3152,5976,3451,4790,5780
Data Zone S01005413,2807,2571,2834,2247,2704,6096,2648,1180
Data Zone S01005414,4549,4063,4478,2372,5450,3353,5469,5224
Data Zone S01005415,4847,4295,4150,3148,5327,4321,5946,5395
Data Zone S01005416,2188,1794,2246,2046,1794,5374,3525,2598
Data Zone S01005417,3347,4118,3802,1680,4028,958,5552,4734
Data Zone S01005418,4719,4875,4836,3390,5972,916,6067,5957
Data Zone S01005419,3827,3116,4029,3255,2484,5248,3964,4226
Data Zone S01005420,4340,4319,4428,2360,4061,2882,5370,5464
Data Zone S01005421,3059,4251,3077,1474,3376,985,4749,6242
Data Zone S01005422,4971,4515,5624,2997,4832,2558,4930,5068
Data Zone S01005423,4930,4495,4413,4607,3482,3800,6177,5826
Data Zone S01005424,4092,3775,3845,2399,4674,4839,5455,2492
Data Zone S01005425,487,501,943,225,313,3729,2378,941
Data Zone S01005426,481,671,414,458,471,3253,1570,1437
Data Zone S01005427,1596,2062,1546,651,1921,5589,3623,765
Data Zone S01005428,1669,2236,1911,1102,1335,1471,2580,3070
Data Zone S01005429,1770,2835,2320,204,3156,6275,1659,314
Data Zone S01005430,4674,4873,4155,3435,4206,4673,4916,1871
Data Zone S01005431,1681,2131,1702,1338,1364,2807,1775,1703
Data Zone S01005432,3778,3300,4088,2244,3253,5236,2756,3560
Data Zone S01005433,2578,2804,2400,1161,2513,5461,2026,4926
Data Zone S01005434,2229,2550,2939,1417,2031,6376,1897,148
Data Zone S01005435,4071,3442,4585,3107,3326,3585,3031,3879
Data Zone S01005436,3104,3297,2881,1856,3384,3411,3510,3292
Data Zone S01005437,3588,3598,3280,3541,2860,3538,2828,2870
Data Zone S01005438,2886,3243,3113,2568,1498,2680,2067,5200
Data Zone S01005439,2671,3244,2781,3054,2157,881,1014,6120
Data Zone S01005440,4353,4407,5355,4482,5562,303,4045,5777
Data Zone S01005441,2916,3525,2741,1918,2762,2384,4266,2970
Data Zone S01005442,4854,5878,5885,4724,5626,231,4957,4979
Data Zone S01005443,4624,4381,4444,3467,4304,3401,3632,3601
Data Zone S01005444,3756,4282,4512,2580,4420,532,5403,5026
Data Zone S01005445,5586,5393,5757,3382,4144,4736,4671,5842
Data Zone S01005446,3496,3385,2909,2468,3604,4388,3835,4845
Data Zone S01005447,4638,4855,4295,3452,4202,2306,4407,5132
Data Zone S01005448,5270,4902,5461,5138,5168,1666,5371,4631
Data Zone S01005449,4611,5367,5555,3583,5637,328,4447,6317
Data Zone S01005450,3200,2647,2961,2953,2640,5890,3073,3622
Data Zone S01005451,4687,4297,5245,2310,4141,4320,3290,4569
Data Zone S01005452,5998,5916,5197,4772,6431,2935,6229,6289
Data Zone S01005453,4313,3330,4304,4414,2567,5305,5547,5189
Data Zone S01005454,5094,4700,5147,3120,5827,4699,3651,2142
Data Zone S01005455,3530,3553,3237,1701,4565,6338,2911,1888
Data Zone S01005456,5805,4661,5381,5043,5229,5821,3137,5823
Data Zone S01005457,2657,2541,2746,1677,2870,3418,1875,3887
Data Zone S01005458,2493,2107,2870,1504,3586,2507,1908,4348
Data Zone S01005459,4580,5138,5682,4568,5012,296,4046,5391
Data Zone S01005460,3728,3791,5387,4585,3526,189,3670,6487
Data Zone S01005461,3325,3853,3947,3681,3986,217,4565,6197
Data Zone S01005462,4016,5175,4846,4397,4638,124,3373,6132
Data Zone S01005463,4047,4544,4048,2717,5253,1100,4732,3876
Data Zone S01005464,3128,3083,3499,2771,2505,2296,3239,2935
Data Zone S01005465,5851,5277,5970,3393,5391,5219,4231,5641
Data Zone S01005466,4541,5677,5248,5189,5352,141,4423,6170
Data Zone S01005467,5486,4730,5809,4838,5041,2210,6043,6214
Data Zone S01005468,4952,5400,6115,4928,6002,264,5291,5803
Data Zone S01005469,3534,4042,4480,4049,4443,180,2075,5940
Data Zone S01005470,5560,4442,5990,5202,5805,2105,5444,5948
Data Zone S01005471,5612,4982,4965,5311,6089,2736,5303,5575
Data Zone S01005472,4216,5030,5600,3641,5165,165,4520,6169
Data Zone S01005473,4393,5098,4569,4738,4744,492,2533,5894
Data Zone S01005474,2628,2114,2274,1825,3429,5546,4735,3514
Data Zone S01005475,3650,5425,3783,5230,4599,41,3653,6382
Data Zone S01005476,4968,5858,4679,6474,5909,319,6106,6213
Data Zone S01005477,4922,4231,5280,4652,2772,4314,4302,4915
Data Zone S01005478,3478,3065,2441,3497,4200,5741,3634,3158
Data Zone S01005479,3324,2117,3591,3909,3343,3795,4816,3576
Data Zone S01005480,4354,4439,4780,5771,4695,361,4539,6233
Data Zone S01005481,2781,2331,3043,3607,1313,4363,2491,4588
Data Zone S01005482,4450,4696,5022,5646,4718,399,2227,5922
Data Zone S01005483,3483,3594,4461,3772,3698,491,2392,4429
Data Zone S01005484,4230,4112,4227,4119,3081,2058,5318,5214
Data Zone S01005485,2396,2371,2451,2829,1007,4596,2630,5227
Data Zone S01005486,2654,2066,2395,3059,2455,6106,4042,1918
Data Zone S01005487,2097,2142,2100,2042,1831,6494,2114,519
Data Zone S01005488,2378,2694,2300,1960,1623,4455,3615,2261
Data Zone S01005489,3360,4440,4247,4561,3887,73,3711,4708
Data Zone S01005490,5004,3926,4273,4877,3791,6081,4829,6406
Data Zone S01005491,3318,3930,3566,4266,3174,417,3078,5455
Data Zone S01005492,3962,5002,5249,4934,4447,49,4936,6140
Data Zone S01005493,4321,5204,5606,4502,5878,85,3658,6312
Data Zone S01005494,4125,5270,4267,4116,4557,301,5348,6346
Data Zone S01005495,4127,4806,5075,3753,5247,218,4956,5674
Data Zone S01005496,4480,5324,5605,5001,4112,239,4382,5862
Data Zone S01005497,5507,6214,6282,5539,5703,457,5850,6228
Data Zone S01005498,4008,3761,3595,2793,3504,4760,2494,5206
Data Zone S01005499,2447,2209,3189,2057,2890,2181,2955,1215
Data Zone S01005500,4670,4617,4818,4160,3763,1864,4577,4651
Data Zone S01005501,3779,4501,3486,2700,5534,954,5132,3261
